athlete_display_name,team_short_display_name,min,fg,fg3,ft,oreb,dreb,reb,ast,stl,blk,to,pf,plus_minus,pts,starter,ejected,did_not_play,active,athlete_jersey,athlete_id,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_name,team_logo,team_id,team_abbreviation,team_color,game_id,season,season_type,game_date
Renee Montgomery,Lynx,20,6-13,3-6,0-0,0,0,0,3,5,1,1,1,+20,15,FALSE,FALSE,FALSE,TRUE,21,865,R. Montgomery,,Guard,G,Lynx,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,8,MIN,005084,400864384,2016,2,2016-05-18
Erika de Souza,Sky,21,3-6,0-0,0-0,1,4,5,0,0,0,1,5,-5,6,TRUE,FALSE,FALSE,TRUE,14,2,E. de Souza,,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864384,2016,2,2016-05-18
Jessica Breland,Sky,18,2-7,0-0,3-3,1,2,3,1,1,0,0,0,-6,7,TRUE,FALSE,FALSE,FALSE,51,1002,J. Breland,https://a.espncdn.com/i/headshots/wnba/players/full/1002.png,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864384,2016,2,2016-05-18
Elena Delle Donne,Sky,31,12-20,1-3,3-3,3,3,6,1,0,0,2,2,-8,28,TRUE,FALSE,FALSE,TRUE,11,2491877,E. Delle Donne,https://a.espncdn.com/i/headshots/wnba/players/full/2491877.png,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864384,2016,2,2016-05-18
Cappie Pondexter,Sky,30,8-17,0-1,2-2,0,2,2,1,2,0,2,3,-6,18,TRUE,FALSE,FALSE,TRUE,25,685,C. Pondexter,,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864384,2016,2,2016-05-18
Courtney Vandersloot,Sky,27,3-9,0-2,0-0,0,1,1,11,1,0,3,4,-9,6,TRUE,FALSE,FALSE,TRUE,22,981,C. Vandersloot,https://a.espncdn.com/i/headshots/wnba/players/full/981.png,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864384,2016,2,2016-05-18
Tamera Young,Sky,27,4-8,0-0,3-4,2,4,6,1,0,0,1,3,-15,11,FALSE,FALSE,FALSE,TRUE,1,819,T. Young,,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864384,2016,2,2016-05-18
Cheyenne Parker,Sky,18,0-4,0-0,0-0,2,3,5,0,0,1,0,1,-9,0,FALSE,FALSE,FALSE,FALSE,32,2529458,C. Parker,https://a.espncdn.com/i/headshots/wnba/players/full/2529458.png,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864384,2016,2,2016-05-18
Betnijah Laney,Sky,6,0-1,0-0,0-0,0,1,1,0,0,0,0,2,-10,0,FALSE,FALSE,FALSE,FALSE,44,2593770,B. Laney,https://a.espncdn.com/i/headshots/wnba/players/full/2593770.png,Forward,F,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864384,2016,2,2016-05-18
Clarissa dos Santos,Sky,4,0-0,0-0,0-0,0,0,0,0,0,0,1,1,-5,0,FALSE,FALSE,FALSE,FALSE,11,2968408,C. dos Santos,,Center,C,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864384,2016,2,2016-05-18
Allie Quigley,Sky,5,0-2,0-1,0-0,0,1,1,0,0,0,1,1,-4,0,FALSE,FALSE,FALSE,FALSE,14,764,A. Quigley,https://a.espncdn.com/i/headshots/wnba/players/full/764.png,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864384,2016,2,2016-05-18
Jamierra Faulkner,Sky,13,2-4,0-0,0-0,0,0,0,0,2,1,1,0,-8,4,FALSE,FALSE,FALSE,FALSE,21,2529603,J. Faulkner,,Guard,G,Sky,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,19,CHI,4f91cd,400864384,2016,2,2016-05-18
Crystal Langhorne,Storm,17,1-1,0-0,0-0,0,5,5,0,0,0,5,2,-6,2,TRUE,FALSE,FALSE,FALSE,1,805,C. Langhorne,,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864378,2016,2,2016-05-15
Alysha Clark,Storm,27,0-1,0-0,2-2,0,3,3,2,1,0,3,3,-3,2,TRUE,FALSE,FALSE,FALSE,22,924,A. Clark,https://a.espncdn.com/i/headshots/wnba/players/full/924.png,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864378,2016,2,2016-05-15
Breanna Stewart,Storm,34,9-13,0-2,5-8,3,3,6,3,2,1,3,5,-25,23,TRUE,FALSE,FALSE,TRUE,30,2998928,B. Stewart,https://a.espncdn.com/i/headshots/wnba/players/full/2998928.png,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864378,2016,2,2016-05-15
Sue Bird,Storm,28,1-5,0-1,0-0,0,2,2,1,0,0,2,2,-34,2,TRUE,FALSE,FALSE,FALSE,10,91,S. Bird,https://a.espncdn.com/i/headshots/wnba/players/full/91.png,Guard,G,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864378,2016,2,2016-05-15
Jewell Loyd,Storm,36,6-14,0-5,8-8,1,2,3,5,0,0,4,1,-26,20,TRUE,FALSE,FALSE,TRUE,24,2987869,J. Loyd,https://a.espncdn.com/i/headshots/wnba/players/full/2987869.png,Guard,G,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864378,2016,2,2016-05-15
Abby Bishop,Storm,15,1-2,0-0,1-2,0,1,1,1,1,1,0,5,-27,3,FALSE,FALSE,FALSE,FALSE,5,952,A. Bishop,,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864378,2016,2,2016-05-15
Ramu Tokashiki,Storm,11,0-4,0-0,1-2,1,4,5,0,0,0,1,2,-13,1,FALSE,FALSE,FALSE,TRUE,7,993,R. Tokashiki,,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864378,2016,2,2016-05-15
Kaleena Mosqueda-Lewis,Storm,17,3-4,1-2,0-0,0,0,0,1,1,0,4,1,-6,7,FALSE,FALSE,FALSE,TRUE,23,2590092,K. Mosqueda-Lewis,,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864378,2016,2,2016-05-15
Markeisha Gatling,Storm,8,2-3,0-0,0-0,0,0,0,0,0,0,1,1,+4,4,FALSE,FALSE,FALSE,FALSE,34,2984366,M. Gatling,,Forward,F,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864378,2016,2,2016-05-15
Monica Wright,Storm,7,1-2,0-0,0-0,0,0,0,0,0,0,1,1,-9,2,FALSE,FALSE,FALSE,TRUE,22,881,M. Wright,,Guard,G,Storm,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,14,SEA,05452a,400864378,2016,2,2016-05-15
Essence Carson,Sparks,24,3-5,1-1,2-2,0,1,1,3,2,1,0,3,+28,9,TRUE,FALSE,FALSE,FALSE,17,802,E. Carson,,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864378,2016,2,2016-05-15
Candace Parker,Sparks,32,12-20,3-6,7-10,0,5,5,4,3,0,2,2,+21,34,TRUE,FALSE,FALSE,FALSE,3,812,C. Parker,https://a.espncdn.com/i/headshots/wnba/players/full/812.png,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864378,2016,2,2016-05-15
Nneka Ogwumike,Sparks,23,4-6,1-1,4-4,2,5,7,2,0,0,0,4,+23,13,TRUE,FALSE,FALSE,FALSE,30,1068,N. Ogwumike,https://a.espncdn.com/i/headshots/wnba/players/full/1068.png,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864378,2016,2,2016-05-15
Alana Beard,Sparks,26,4-6,0-1,1-2,2,2,4,1,2,0,3,2,+25,9,TRUE,FALSE,FALSE,FALSE,0,581,A. Beard,,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864378,2016,2,2016-05-15
Kristi Toliver,Sparks,29,6-10,1-2,1-1,0,1,1,4,2,0,0,1,+18,14,TRUE,FALSE,FALSE,FALSE,20,856,K. Toliver,https://a.espncdn.com/i/headshots/wnba/players/full/856.png,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864378,2016,2,2016-05-15
Jantel Lavender,Sparks,15,2-7,0-0,0-0,0,3,3,0,1,0,3,2,-7,4,FALSE,FALSE,FALSE,FALSE,14,1013,J. Lavender,https://a.espncdn.com/i/headshots/wnba/players/full/1013.png,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864378,2016,2,2016-05-15
Evgeniia Belyakova,Sparks,12,0-0,0-0,0-0,0,0,0,1,0,0,0,2,0,0,FALSE,FALSE,FALSE,FALSE,10,2969569,E. Belyakova,,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864378,2016,2,2016-05-15
Jelena Dubljevic,Sparks,5,0-0,0-0,0-0,0,1,1,1,0,0,0,1,+10,0,FALSE,FALSE,FALSE,TRUE,28,4011778,J. Dubljevic,,Forward,F,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864378,2016,2,2016-05-15
Ann Wauters,Sparks,6,3-4,0-0,1-2,1,1,2,1,0,0,0,0,+11,7,FALSE,FALSE,FALSE,TRUE,,423,A. Wauters,,Center,C,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864378,2016,2,2016-05-15
Chelsea Gray,Sparks,11,1-4,0-3,0-0,0,0,0,0,0,0,1,2,+5,2,FALSE,FALSE,FALSE,TRUE,12,2529122,C. Gray,https://a.espncdn.com/i/headshots/wnba/players/full/2529122.png,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864378,2016,2,2016-05-15
Whitney Knight,Sparks,2,0-1,0-1,0-0,0,0,0,0,0,0,0,0,+3,0,FALSE,FALSE,FALSE,TRUE,4,2567703,W. Knight,,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864378,2016,2,2016-05-15
Ana Dabovic,Sparks,17,1-3,0-0,2-2,0,0,0,2,2,0,1,2,+8,4,FALSE,FALSE,FALSE,TRUE,23,3888042,A. Dabovic,,Guard,G,Sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,6,LA,532481,400864378,2016,2,2016-05-15
Plenette Pierson,Wings,29,2-13,0-3,2-2,1,2,3,2,2,0,2,5,-3,6,TRUE,FALSE,FALSE,TRUE,22,491,P. Pierson,,Forward,F,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864381,2016,2,2016-05-15
Karima Christmas-Kelly,Wings,34,3-9,2-4,4-4,2,3,5,3,2,0,2,2,-11,12,TRUE,FALSE,FALSE,TRUE,0,1003,K. Christmas-Kelly,,Forward,F,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864381,2016,2,2016-05-15
Courtney Paris,Wings,34,6-9,0-0,1-4,3,9,12,1,1,3,0,3,-1,13,TRUE,FALSE,FALSE,TRUE,3,842,C. Paris,,Center,C,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864381,2016,2,2016-05-15
Erin Phillips,Wings,15,2-6,0-2,0-0,2,3,5,5,0,0,1,2,-3,4,TRUE,FALSE,FALSE,FALSE,31,678,E. Phillips,,Guard,G,Wings,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,3,DAL,11213e,400864381,2016,2,2016-05-15
